Name,Link,Descr,Gender,Species/Race,Blood,School,Profession
Sidney Todd,https://www.hp-lexicon.org/character/sidney-todd/,Sidney Todd was a fan the Montrose Magpies Quidditch team (DP3). ,Male,wizard,Unknown,Unknown,"Fan of the Montrose Magpies, profession unknown"
Tony Silva,https://www.hp-lexicon.org/character/tony-silva/,Tony Silva played Seeker for Brazil’s National Team at the 2014 Quidditch World Cup. ,Male,wizard,Unknown,Unknown,Quidditch player (Seeker)
Silvio Astolfi,https://www.hp-lexicon.org/character/silvio-astolfi/,"Silvio Astolfi was a wizard who participated in a broom race that resulted in the destruction of the Colosseum in Rome. Astolfi flew an incredibly close race from Aberdeen to Rome with his bitter rival, Scottish wizard Torquil McTavish. Astolfi was transfigured into a chicken in the confusion and explosion… ",Male,wizard,Unknown,Unknown,Unknown
Sir Cadogan,https://www.hp-lexicon.org/character/sir-cadogan/,Sir Cadogan is a little knight whose picture hangs in a seventh-floor corridor near the South Tower. He is a silly fellow whose bravura outshines his common sense and who glories in quests and challenges. He actually lived during the time of King Arthur and the Knights of the Round… ,Male,wizard (now a painting),Pure blood,Hogwarts - Gryffindor,"Knight of King Arthur's Round Table in his day, now a portrait and erstwhile common room guard"
Sir Herbert Varney,https://www.hp-lexicon.org/character/sir-herbert-varney/,Sir Herbert Varney was a famous Victorian vampire who preyed upon exclusively on the women in the 1880’s in London. He met his death when he was captured and then killed by a special squad from the Department for the Regulation and Control of Magical Creatures (FW). ,Male,vampire,Unknown,Unknown,Mass murderer
Sirius Black (1845),https://www.hp-lexicon.org/character/black-family/sirius-black-1845/,,Male,unknown,Unknown,Unknown,Unknown
Sirius Black (1877),https://www.hp-lexicon.org/character/black-family/sirius-black-1877/,,Male,unknown,Unknown,Unknown,Unknown
Sir Luckless,https://www.hp-lexicon.org/character/sir-luckless/,,Male,unknown,Unknown,Unknown,Unknown
Skender,https://www.hp-lexicon.org/character/skender/,"Skender runs The Circus Arcanus, a travelling wizarding circus and freak show, and acts as ringmaster and animal trainer. He was in New York with The Circus Arcanus for two weeks in 1926, starting on 29 November, and ending with a “spectacular” final show on 13 December. In 1927,… ",Male,wizard,Unknown,Unknown,Ringmaster and animal trainer
Mrs. Skowers,https://www.hp-lexicon.org/character/mrs-skowers/,,Female,unknown,Unknown,Unknown,Unknown
Wilbert Slinkhard,https://www.hp-lexicon.org/character/wilbert-slinkhard/,"Wilbert Slinkhard was the author of Defensive Magical Theory, a dull and heavily theoretical Defence against the Dark Arts textbook that favors more passive responses to dark forces (OP9, OP12, OP15, OP17, OP29). In chapter 15, Slinkhard claimed that counter-jinxes are improperly named, because he believed that “counter-jinx”… ",Male,wizard,Unknown,Unknown,Author
Salazar Slytherin,https://www.hp-lexicon.org/character/salazar-slytherin/,"Salazar Slytherin was the founder of Slytherin house and one of the co-founders of Hogwarts, described as one of “the four greatest witches and wizards of the age” (along with the other three founders) (CS9). He believed that only pure-blood witches and wizards should be allowed… ",Male,wizard,Pure blood,Hogwarts - Staff,Teacher; co-founder of Hogwarts and founder of Slytherin House
Slytherin fifth-year,https://www.hp-lexicon.org/character/slytherin-fifth-year/,,NaN,unknown,Unknown,Unknown,Unknown
Zacharias Smith,https://www.hp-lexicon.org/character/zacharias-smith/,"Zacharias Smith is a student in Hufflepuff House during the 1990s. A real winner of a guy who seems to offend people every time he speaks. He was a Chaser on the Hufflepuff Quidditch team from at least 1995 (OP16, OP26). Zacharias joined Dumbledore’s… ",Male,wizard,Unknown,Hogwarts - Hufflepuff,Unknown
Severus Snape,https://www.hp-lexicon.org/character/snape-family/severus-snape/,"Severus Snape was Potions Master, Defense Against the Dark Arts teacher, and Head of Slytherin at Hogwarts School of Witchcraft and Wizardry; he succeeded Dumbledore as Headmaster. He was personally killed by Lord Voldemort and his snake, Nagini. Snape was a conundrum to all who know him: sarcastic and hard… ",Male,wizard,Half-blood,Hogwarts - Staff\Hogwarts - Slytherin,"Head of Slytherin, Potions Master, and Headmaster of Hogwarts"
Tobias Snape,https://www.hp-lexicon.org/character/snape-family/tobias-snape/,"Tobias Snape was the Muggle husband of Eileen Prince Snape and father of Severus Snape (HBP13, HBP30). Tobias was verbally and possibly physically abusive towards his wife and son, and the memory of his abuse and the Snapes’ generally unhappy homelife in the run-down Spinner’s End neighborhood of… ",Male,muggle,Unknown,Unknown,Unknown
Snatchers,https://www.hp-lexicon.org/character/snatchers/,,NaN,unknown,Unknown,Unknown,Unknown
Snickerton,https://www.hp-lexicon.org/character/snickerton/,"Snickerton was a Muggle tailor in fifteenth-century London, and the rival of Delfina Crimp. Snickerton infiltrated Crimp’s shop and spied on her using magic at night, and then exposed her as a witch.  Crimp escaped, and henceforth, any clothing Snickerton produced was shredded to ribbons overnight.  He died insane, believing… ",Male,muggle,Muggle,Unknown,Tailor
Snowy,https://www.hp-lexicon.org/character/snowy-2/,"Snowy is a cross-breed Kneazle and cat who belongs to Arabella Figg. Snowy, like Mrs. Figg’s other cats, can understand human speech. ",NaN,kneazle/cat,Unknown,Unknown,Unknown
Sophie Roper,https://www.hp-lexicon.org/character/sophie-roper/,,Female,unknown,Unknown,Unknown,Unknown
Sorting Hat,https://www.hp-lexicon.org/character/sorting-hat/,"The Sorting Hat is an ancient wizard’s hat which is used at the beginning of every school year to sort incoming students into their Houses. The hat resides in the Head’s office at Hogwarts. Originally the pointed wizard’s hat of Godric Gryffindor, the Sorting Hat was bewitched… ",NaN,sentient object,Unknown,Hogwarts - Gryffindor,Unknown
Sparky,https://www.hp-lexicon.org/character/sparky/,"Sparky was a phoenix and the mascot of the Moutohora Macaws Quidditch team of New Zealand (QA8, Pm). ",NaN,phoenix,Unknown,Unknown,Quidditch team mascot
Able Spudmore,https://www.hp-lexicon.org/character/spudmore-family/able-spudmore/,"Able Spudmore was one of the founders and owners of Ellerby and Spudmore, makers of racing brooms in the mid-twentieth century. Able’s son Randolph Spudmore was the designer of the famous Firebolt racing broom (c. 1993) (Pm). ",Male,wizard,Unknown,Unknown,Racing broom manufacturer
Stan Shunpike,https://www.hp-lexicon.org/character/stan-shunpike/,"Young, pimply conductor of the Knight Bus. He wears a purple uniform, has large protruding ears, and a Cockney accent. Stan is only about 5 years older than Harry (PA3). He was the first wizard to tell Harry the history of Sirius Black’s arrest for murder and his escape… ",Male,wizard,Unknown,Unknown,Bus conductor
Stebbins,https://www.hp-lexicon.org/character/stebbins/,"Stebbins was a Hufflepuff student who once lost his house ten points when he and a girl were chased out of a rosebush by Snape, who was upset after a meeting with Igor Karkaroff (GF23). ",Male,wizard,Unknown,Hogwarts - Hufflepuff,Unknown
Stebbins (Auror),https://www.hp-lexicon.org/character/stebbins-auror/,"Stebbins was an auror who briefly tailed Newt Scamander for the British Ministry of Magic at some point after Newt refused to take on the task of hunting down Credence. After an hour, Newt was able to shake Stebbins after impeding him by conjuring a strong magical wind (CG). ",Male,wizard,Unknown,Unknown,Auror
Stephen Cornfoot,https://www.hp-lexicon.org/character/stephen-cornfoot/,"Stephen Cornfoot was a student in Harry Potter’s year at Hogwarts. He was sorted into Ravenclaw (HPM, Pm). ",Male,wizard,Unknown,Hogwarts - Ravenclaw,Unknown
St. Mungo,https://www.hp-lexicon.org/character/st-mungo/,,Male,unknown,Unknown,Unknown,Unknown
Stubby Boardman,https://www.hp-lexicon.org/character/stubby-boardman/,Stubby Boardman was the lead singer of the Hobgoblins who retired c. 1980 after being hit in the ear by a turnip at a concert in Little Norton Church Hall (OP10). ,Male,wizard,Unknown,Unknown,Singer
students,https://www.hp-lexicon.org/character/students/,,NaN,unknown,Unknown,Unknown,Unknown
Sturgis Podmore,https://www.hp-lexicon.org/character/sturgis-podmore/,"Square-jawed wizard with thick straw-colored hair. Member of the Order of the Phoenix and part of the Advance Guard that helped Harry escape from number four Privet Drive (OP3). Podmore was on guard duty at entrance of the Department of Mysteries on August 31, 1995 when he was apprehended… ",Male,wizard,Unknown,Unknown,Unknown
Sudanese Obscurial,https://www.hp-lexicon.org/character/sudanese-obscurial/,A young witch who developed an obscurus from trying to suppress her magic. She died at the age of eight (WFT). ,Female,witch,Unknown,Unknown,Unknown
Su Li,https://www.hp-lexicon.org/character/su-li/,Ravenclaw? 1991 – 1998. ,Female,unknown,Half-blood,Hogwarts - Ravenclaw,Unknown
Summerby,https://www.hp-lexicon.org/character/summerby/,,Male,unknown,Unknown,Unknown,Unknown
Mr. Summers,https://www.hp-lexicon.org/character/mr-summers/,,NaN,unknown,Unknown,Unknown,Unknown
Summers,https://www.hp-lexicon.org/character/summers/,,Male,unknown,Unknown,Unknown,Unknown
Sybill Trelawney,https://www.hp-lexicon.org/character/sybill-trelawney/,"Sybill Patricia Trelawney is the Divination professor at Hogwarts. She is the great-great-granddaughter of Cassandra Trelawney, a very gifted, very famous Seer (OP37). Hermione considers her to be nothing but an old fraud, but Trelawney has her moments. ",Female,witch,Half-blood,Hogwarts - Staff,Divination Professor
Symposia Rawle,https://www.hp-lexicon.org/character/symposia-rawle/,,Female,unknown,Unknown,Unknown,Unknown
Syna Hyslop,https://www.hp-lexicon.org/character/syna-hyslop/,,Female,unknown,Unknown,Unknown,Unknown
Tatting,https://www.hp-lexicon.org/character/tatting/,,NaN,unknown,Unknown,Unknown,Unknown
Ted,https://www.hp-lexicon.org/character/ted/,Newsreader on the Muggle news… ,Male,unknown,Unknown,Unknown,Unknown
Tenebrus,https://www.hp-lexicon.org/character/tenebrus/,"A Thestral, the first of his herd to be born in the Forbidden Forest and a particular favorite of Hagrid (OP21). ",Male,thestral,Unknown,Unknown,Unknown
Terence Higgs,https://www.hp-lexicon.org/character/terence-higgs/,,Male,unknown,Unknown,Unknown,Unknown
Terry Boot,https://www.hp-lexicon.org/character/terry-boot/,"Terry Boot is a Ravenclaw boy in Harry’s year at Hogwarts. Terry checked out Quidditch Through the Ages on 21 August (QA). He joined the DA October 1995, apparently having heard about it as a friend of Michael Corner (OP16). He was one of the DA members who helped Harry… ",Male,wizard,Unknown,Hogwarts - Ravenclaw,Unknown
Tertius,https://www.hp-lexicon.org/character/tertius/,"Tertius was the first wizard to use the potion Felix Felicis, or liquid luck (BoP). ",Male,wizard,Muggle-born,Unknown,Curse-breaker at Gringotts Wizarding Bank
Theophilus Abbott,https://www.hp-lexicon.org/character/theophilus-abbott/,"Theophilus Abbott was an American Magical Historian who identified families of “Scourers,” witches and wizards who persecuted their own kind and also innocent No-Maj Muggles by selling them out during the Salem Witch Trials and other situations (MNA). ",Male,wizard,Unknown,Unknown,Unknown
Thiago Quintana,https://www.hp-lexicon.org/character/thiago-quintana/,American wandmaker (Pm). ,Male,wizard,Unknown,Unknown,Unknown
Mr. and Mrs. Thomas,https://www.hp-lexicon.org/character/mr-and-mrs-thomas/,"Dean’s parents, who didn’t know anything about any deaths at Hogwarts as of the beginning of the 1995 – 1996 school year, because their son didn’t see fit to tell them (OP11). Mr. Thomas is Dean’s stepfather; Dean’s biological father was a wizard who was killed by Death Eaters… ",Female,muggles,Unknown,Unknown,Unknown
Thornton Harkaway,https://www.hp-lexicon.org/character/thornton-harkaway/,"Thornton Harkaway was President of the Magical Congress of the United States (MACUSA) when it was located in Williamsburg, Virginia (Pm:MACUSA). ",Male,wizard,Unknown,Unknown,President of MACUSA circa 1760
Thaddeus Thurkell,https://www.hp-lexicon.org/character/thaddeus-thurkell/,"Thaddeus Thurkell was the wizard father of seven squib sons, whom he transfigured into hedgehogs out of disgust (FW). ",Male,wizard,Unknown,Unknown,Unknown
Mr. Tibbles,https://www.hp-lexicon.org/character/mr-tibbles/,"Mr. Tibbles or Tibbles is one of Arabella Figg’s cross-bred Kneazles/cats. He works as a look-out for Mrs. Figg and he watches Harry Potter. He rushes to inform her when Mundungus Fletcher leaves his guard-duty post. Tibbles, like Mrs. Figg’s other Kneazles, can understand human speech (OP2). ",Male,kneazle/cat,Unknown,Unknown,Look-out
Tiberius,https://www.hp-lexicon.org/character/tiberius/,,Male,unknown,Unknown,Unknown,Unknown
Violet Tillyman,https://www.hp-lexicon.org/character/violet-tillyman/,"Violet Tillyman was a witch who was famous for apparently vanishing in the Floo Network after a row with her husband Albert. Her disappearance caused a national scare in which people stopped using the Floo Network for fear that they, too, would vanish. In reality, she had simply ended up… ",Female,unknown,Unknown,Unknown,Unknown
